method,source_id,local_reconstruction,sha256,public_pixels
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_02_1.png,8b57b07d89b7981a9b965bcea66886115d50d66a08857f45741c6e959f990e40,False
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_02_4.png,5b558eb8545ed32a0189c59112301a8ffe148350dc0aeb3bc66324fd4d017bd0,False
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_02_7.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_02_13.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_02_19.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_03_1.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_03_4.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_03_7.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_03_13.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_03_19.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_04_1.png,512ca567a8938c85315aae6be97fb9bb13ec30f41fa782cde4a2f543fdfd3989,False
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_04_4.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_04_7.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_04_13.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_04_19.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_05_1.png,4fe35cd5dbbadbee6a56dc6d3dad82fb741c5294e4bd262b32d4f95c69d77b01,False
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_05_4.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_05_7.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_05_13.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_05_19.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_06_1.png,68391fdb8d70197bcc848ee19f03601b0b6eccca68ce5ac0f7e349f379a19a27,False
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_06_4.png,977143da4a80af6f9d5d0dc121cbb30ca711fcaa64e13d11a7dcf64b2004e4cf,False
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_06_7.png,61574ca1d4a1c55029aeab15fd2bb1c861ebd17594691ec45d68afa3feed8667,False
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_06_13.png,6a6b0d6b22b4cf68c34cf4056b24e41c78755903679244ba10485271344bb6e6,False
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_06_19.png,6a6b0d6b22b4cf68c34cf4056b24e41c78755903679244ba10485271344bb6e6,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_07_1.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_07_4.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_07_7.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_07_13.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_07_19.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_08_1.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_08_4.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_08_7.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_08_13.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_08_19.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_09_1.png,72cd838716b4a5c20b564f5866f4b374b50dcce1e6561aeec5004b4c3383d40d,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_09_4.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_09_7.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_09_13.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_09_19.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_10_1.png,8e84ed76d7d77eeb06c9c6c8ec00fc5d6f714fea230a1b7a37798459698cdc37,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_10_4.png,6a6b0d6b22b4cf68c34cf4056b24e41c78755903679244ba10485271344bb6e6,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_10_7.png,6a6b0d6b22b4cf68c34cf4056b24e41c78755903679244ba10485271344bb6e6,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_10_13.png,6a6b0d6b22b4cf68c34cf4056b24e41c78755903679244ba10485271344bb6e6,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_10_19.png,6a6b0d6b22b4cf68c34cf4056b24e41c78755903679244ba10485271344bb6e6,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_11_1.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_11_4.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_11_7.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_11_13.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_11_19.png,92dd50c3fb2892a93d658dd216be170629ac0d37c696ea2fa5d5f461aba1899e,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_12_1.png,162efe919d933a170d5b65595957afbf476dd796a1fcf85c9f9523fef88cf86c,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_12_4.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_12_7.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_12_13.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_12_19.png,5953a47d60d0d3352973b58602f00da0eb4dcad7980d353837121dd4bdf131e1,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_13_1.png,73383af276d17c9930f6b09bee5d0761176a89b217108b025348e4d1bd632f4f,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_13_4.png,ac3a40e096111b7f7119b6dd46245b502c53e73b8d12d1d5fb22012484339de2,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_13_7.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_13_13.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_13_19.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_14_1.png,73383af276d17c9930f6b09bee5d0761176a89b217108b025348e4d1bd632f4f,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_14_4.png,ac3a40e096111b7f7119b6dd46245b502c53e73b8d12d1d5fb22012484339de2,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_14_7.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_14_13.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_14_19.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_15_1.png,73383af276d17c9930f6b09bee5d0761176a89b217108b025348e4d1bd632f4f,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_15_4.png,ac3a40e096111b7f7119b6dd46245b502c53e73b8d12d1d5fb22012484339de2,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_15_7.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_15_13.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01440764/ILSVRC2012_val_00003014_n01440764,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0000_15_19.png,cee6fc70327b7a06b1fd0f29fb7e9068369fca94da32009f98b3c763d60927c5,False
