population,image_index,image_id,source_pixels_sha256,class_index,snr_db,seed,family,mode,header_accepted,body_crc_accepted,header_fields_correct,payload_bits_correct,receiver_label,receiver_mode,receiver_length_field,payload_key,standard_noise_sha256,received_sha256,transmitted_sha256,header_crc_bits,data_crc_bits,tail_bits_per_block,data_coded_bits,data_mother_coded_bits,header_uses,data_uses,complex_uses,total_energy,raw_payload_bits,actual_payload_bits,length_field,method,protocol,prefix_sha256,source_correct,accepted_correct,source_bit_error_rate,candidate_prefix_scales,source_complete,arithmetic_padding_reads,source_error,image_archive,image_slot,psnr_db,lpips,dino,ssim,image_sha256,metric_origin,all_failures_retained
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4102,arithmetic,8,1,1,1,1,0,8,2539,payload_0100,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,53e855e2a53b70d9fe74da9759b9302a4b531a5bab88bf424bc340e2bd85f965,0750db30c75593224ca80538feef365832c6e04346234638a638cce7f9ef1947,16,16,6,8808,5122,94,4404,4498,8996.0,3060,2539,2539,arithmetic_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4102,arithmetic,9,1,0,1,0,0,9,4025,payload_0101,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,3336fe69d9ef9ae976909ec2cb875aeae1ddc17ff383c28a149f6a26687b65ca,f7cd9dfc556c815fd6858e2588938e2ad6fe16f701aefd39171e2f7bae6e4645,16,16,6,8808,8094,94,4404,4498,8996.0,5088,4025,4025,arithmetic_m9_N4498,common_paid_information,3d5389e45ca2d37e83c200e7ae4b12ba5c2f7f66b70a15d75f65b0c72decb80b,0,0,0.3185927672955975,9,1,143,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,13,17.287139892578125,0.27142852544784546,0.8319477438926697,0.37772831320762634,01a353c8e0103d5ca74c523fd2a438bfe1474e0e5c31aa5e24564a5fdf889338,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4103,raw,7,1,1,1,1,0,7,0,payload_0102,14c7f8137de130202b452fa53bc60952ec3bff216d2b6b3251921de306cf2595,90e66417bbe21dbd129f6d606f773d574462d5a253e0c6d9dcd93fe66df4967d,71b386cbaecb927415f07518b908e71a8a39782d7b9c2d06fb64bc90559965be,16,16,6,8860,3764,68,4430,4498,8996.0,1860,1860,0,raw_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4103,raw,8,1,1,1,1,0,8,0,payload_0103,14c7f8137de130202b452fa53bc60952ec3bff216d2b6b3251921de306cf2595,be4b9e8e58c34b99a0edcfa70b2b00cc19b7475b1dc9ba3a42045d5a76517dcb,e5f9fede9c432c14acca8edabc5cd515033c507379508072e587ab252fa9f996,16,16,6,8860,6164,68,4430,4498,8996.0,3060,3060,0,raw_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4103,raw,9,1,0,1,0,0,9,0,payload_0104,14c7f8137de130202b452fa53bc60952ec3bff216d2b6b3251921de306cf2595,c0ba0a62dd0e9ed082f374656fd6a14b69a4d45e748d18ab575e0f3c5b0b7462,e1b688dd05ed87503f262f5212ea694e2a00b52e8686c23dc9104268c6dfedd8,16,16,6,8860,10220,68,4430,4498,8996.0,5088,5088,0,raw_m9_N4498,common_paid_information,41c8ff1d465d419dfecf91ae4b21fb609783cc061ce69171dd48dc2f01f9e45c,0,0,0.12853773584905662,9,1,0,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,14,15.919407844543457,0.45417195558547974,0.13676857948303223,0.4063451290130615,a0a1ce0a61d951f3c7ecdd7585bddbef1bac321a99ae08cd756eb8b639212a16,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4103,arithmetic,7,1,1,1,1,0,7,1558,payload_0105,14c7f8137de130202b452fa53bc60952ec3bff216d2b6b3251921de306cf2595,b14a256840d124ab4f63020d3ef6f4b9c1c2d1f0ef471a8c99f7f0ec11a90576,232402271536d366000460d6be4e182426360e61fcfb8a453c7f6b84cfa5c976,16,16,6,8808,3160,94,4404,4498,8996.0,1860,1558,1558,arithmetic_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,30,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4103,arithmetic,8,1,1,1,1,0,8,2539,payload_0106,14c7f8137de130202b452fa53bc60952ec3bff216d2b6b3251921de306cf2595,b7b9eff6ca1d3e5fc459bf3b60b3547e478ffa2078f0dbaff0a811b2d4963e77,0750db30c75593224ca80538feef365832c6e04346234638a638cce7f9ef1947,16,16,6,8808,5122,94,4404,4498,8996.0,3060,2539,2539,arithmetic_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4103,arithmetic,9,1,0,1,0,0,9,4025,payload_0107,14c7f8137de130202b452fa53bc60952ec3bff216d2b6b3251921de306cf2595,fd66ac047da4117b6bc4d9fc9e9f3ad956ea1a8976f9232f741c37c2e7eaeb42,f7cd9dfc556c815fd6858e2588938e2ad6fe16f701aefd39171e2f7bae6e4645,16,16,6,8808,8094,94,4404,4498,8996.0,5088,4025,4025,arithmetic_m9_N4498,common_paid_information,d7581f80d00faa42da8ac9f8d0161e08a329459146a3180f4f06568d2646f296,0,0,0.45302672955974843,9,1,228,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,15,14.99173355102539,0.41614872217178345,0.7117573022842407,0.28979766368865967,fb7f6afeae4c3f5c36f028c3d6fd6e41899229d5820de9ce59f11f72eae0e639,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4101,raw,7,1,1,1,1,0,7,0,payload_0108,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,b0a68fa0b8a1e7be7c720a68225bcc4a2732aacf443a5e97e144709ff8c15889,71b386cbaecb927415f07518b908e71a8a39782d7b9c2d06fb64bc90559965be,16,16,6,8860,3764,68,4430,4498,8996.0,1860,1860,0,raw_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4101,raw,8,1,1,1,1,0,8,0,payload_0109,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,ee2f541de73c531b77532e3e1799e4e217750913bb67fbf28cb467207c836409,e5f9fede9c432c14acca8edabc5cd515033c507379508072e587ab252fa9f996,16,16,6,8860,6164,68,4430,4498,8996.0,3060,3060,0,raw_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4101,raw,9,1,1,1,1,0,9,0,payload_0110,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,473a0a45b3ea3ed7b3db777b827fbfc31f3bcd41327509b64a3b86f7379139fe,e1b688dd05ed87503f262f5212ea694e2a00b52e8686c23dc9104268c6dfedd8,16,16,6,8860,10220,68,4430,4498,8996.0,5088,5088,0,raw_m9_N4498,common_paid_information,58d9587893ea280bf5ff281887664be13bb185da43f26ec40cf67359bc259cc0,1,1,0.0,9,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,22,22.12346649169922,0.1387568712234497,0.9486258029937744,0.5518552660942078,e946c4d1456f5ed5e7130be78be6b72d323e2a4bd4550962f9d80ad2be71e37f,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4101,arithmetic,7,1,1,1,1,0,7,1558,payload_0111,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,cac9bc2b4e96181ee2fadff53ef455021b65c558313f442ca56f15fad4c71226,232402271536d366000460d6be4e182426360e61fcfb8a453c7f6b84cfa5c976,16,16,6,8808,3160,94,4404,4498,8996.0,1860,1558,1558,arithmetic_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,30,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4101,arithmetic,8,1,1,1,1,0,8,2539,payload_0112,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,6963244f5970304e33c0ae1671fafe167f337b0917ce45aab11e4c0afb010173,0750db30c75593224ca80538feef365832c6e04346234638a638cce7f9ef1947,16,16,6,8808,5122,94,4404,4498,8996.0,3060,2539,2539,arithmetic_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4101,arithmetic,9,1,1,1,1,0,9,4025,payload_0113,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,9e5ced665a1a1742e37bff7abef0811625bed8adb5f6382f18cded4d6b75af33,f7cd9dfc556c815fd6858e2588938e2ad6fe16f701aefd39171e2f7bae6e4645,16,16,6,8808,8094,94,4404,4498,8996.0,5088,4025,4025,arithmetic_m9_N4498,common_paid_information,58d9587893ea280bf5ff281887664be13bb185da43f26ec40cf67359bc259cc0,1,1,0.0,9,1,30,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,22,22.12346649169922,0.1387568712234497,0.9486258029937744,0.5518552660942078,e946c4d1456f5ed5e7130be78be6b72d323e2a4bd4550962f9d80ad2be71e37f,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4102,raw,7,1,1,1,1,0,7,0,payload_0114,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,3dd0d1759af9bf06224e05d832360883e60117ede4a689d87490b0da4321a8be,71b386cbaecb927415f07518b908e71a8a39782d7b9c2d06fb64bc90559965be,16,16,6,8860,3764,68,4430,4498,8996.0,1860,1860,0,raw_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,4.0,4102,raw,8,1,1,1,1,0,8,0,payload_0115,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,906728dd309bfdfca4de0c82ae0fe88c631e2a559d243328aea9a8b1fa582d65,e5f9fede9c432c14acca8edabc5cd515033c507379508072e587ab252fa9f996,16,16,6,8860,6164,68,4430,4498,8996.0,3060,3060,0,raw_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
